code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids,lead_ci_orcid,lead_ci_citations_openalex_through_award_year,lead_ci_openalex_author_id,lead_ci_citation_source
DE190100458,Discovery Early Career Researcher Award,2019,Closed,406716,428279.0,RMIT University,2001,Communication and Media Studies,2001; 200104,Communication and Media Studies; Media Studies,A/Prof James Meese,0000-0003-1910-6166,0000-0003-1910-6166,917,https://openalex.org/A5002754349,openalex_counts_by_year
DE190100459,Discovery Early Career Researcher Award,2019,Closed,356668,375577.0,The University of New South Wales,1701,Psychology,1701; 170112,"Psychology; Sensory Processes, Perception and Performance",Dr Colin Palmer,0000-0002-1058-3428,0000-0002-1058-3428,1282,https://openalex.org/A5068430249,openalex_counts_by_year
DE190100465,Discovery Early Career Researcher Award,2019,Closed,408000,0.0,Deakin University,0912,Materials Engineering,030304; 0912; 091205; 091305,"Physical Chemistry of Materials; Materials Engineering; Functional Materials; Energy Generation, Conversion and Storage Engineering",Dr Andrew Basile,0000-0001-5552-9591,0000-0001-5552-9591,1360,https://openalex.org/A5065203421,openalex_counts_by_year
DE190100483,Discovery Early Career Researcher Award,2019,Closed,410176,0.0,The University of Queensland,0604,Genetics,060303; 0604; 060411; 060412,"Biological Adaptation; Genetics; Population, Ecological and Evolutionary Genetics; Quantitative Genetics (Incl. Disease and Trait Mapping Genetics)",Dr Jacqueline Sztepanacz,,,,,
DE190100486,Discovery Early Career Researcher Award,2019,Active,363182,382429.0,The University of New South Wales,2002,Cultural Studies,200102; 2002; 200204,Communication Technology and Digital Media Studies; Cultural Studies; Cultural Theory,A/Prof Michael Richardson,0000-0002-2750-2487,0000-0002-2750-2487,1943,https://openalex.org/A5055946355,openalex_counts_by_year
DE190100491,Discovery Early Career Researcher Award,2019,Active,418386,469677.0,The Australian National University,0603,Evolutionary Biology,0603; 060309; 060409; 080301,Evolutionary Biology; Phylogeny and Comparative Analysis; Molecular Evolution; Bioinformatics Software,Dr Xia Hua,0000-0003-3485-789X,0000-0003-3485-789X,3953,https://openalex.org/A5016648197,openalex_counts_by_year
DE190100504,Discovery Early Career Researcher Award,2019,Closed,384000,272091.0,University of Wollongong,0912,Materials Engineering,0912; 091202; 091205; 091305,"Materials Engineering; Composite and Hybrid Materials; Functional Materials; Energy Generation, Conversion and Storage Engineering",Dr Tengfei Zhou,0000-0002-7364-0434,0000-0002-7364-0434,8677,https://openalex.org/A5084511024,openalex_counts_by_year
DE190100516,Discovery Early Career Researcher Award,2019,Active,382974,403103.0,The University of Melbourne,1608,Sociology,1608; 160805,Sociology; Social Change,A/Prof Ashley Barnwell,0000-0003-2254-4482,0000-0003-2254-4482,314,https://openalex.org/A5055147983,openalex_counts_by_year
DE190100524,Discovery Early Career Researcher Award,2019,Closed,422574,444976.0,The Australian National University,0302,Inorganic Chemistry,0302; 030204; 030207; 039904,Inorganic Chemistry; Main Group Metal Chemistry; Transition Metal Chemistry; Organometallic Chemistry,Dr Jamie Hicks,0000-0001-9450-2594,0000-0001-9450-2594,2173,https://openalex.org/A5007316465,openalex_counts_by_year
DE190100531,Discovery Early Career Researcher Award,2019,Closed,385000,298527.0,Monash University,0306,Physical Chemistry (Incl. Structural),0306; 030603; 111504,Physical Chemistry (Incl. Structural); Colloid and Surface Chemistry; Pharmaceutical Sciences,Dr Andrew Clulow,0000-0003-2037-853X,0000-0003-2037-853X,1161,https://openalex.org/A5061360788,openalex_counts_by_year
DE190100539,Discovery Early Career Researcher Award,2019,Closed,408000,429629.0,The University of Adelaide,0801,Artificial Intelligence and Image Processing,0801; 080104,Artificial Intelligence and Image Processing; Computer Vision,A/Prof Qi Wu,0000-0003-3631-256X,0000-0003-3631-256X,5990,https://openalex.org/A5060958969,openalex_counts_by_year
DE190100544,Discovery Early Career Researcher Award,2019,Closed,344682,181968.0,The Australian National University,0603,Evolutionary Biology,0603; 060309; 060311; 060409,Evolutionary Biology; Phylogeny and Comparative Analysis; Speciation and Extinction; Molecular Evolution,Dr David Duchene,0000-0002-5479-1974,0000-0002-5479-1974,2521,https://openalex.org/A5022291539,openalex_counts_by_year
DE190100565,Discovery Early Career Researcher Award,2019,Closed,422107,444488.0,The University of Queensland,1109,Neurosciences,060199; 060805; 1109; 110902,Biochemistry and Cell Biology Not Elsewhere Classified; Animal Neurobiology; Neurosciences; Cellular Nervous System,Dr Merja Joensuu,0000-0002-4533-0455,0000-0002-4533-0455,1380,https://openalex.org/A5054979401,openalex_counts_by_year
DE190100578,Discovery Early Career Researcher Award,2019,Active,413745,430083.0,The Australian National University,1901,Art Theory and Criticism,1901; 190102; 190104,Art Theory and Criticism; Art History; Visual Cultures,A/Prof Robert Wellington,0000-0002-5766-1454,0000-0002-5766-1454,14,https://openalex.org/A5071747030,openalex_counts_by_year
DE190100585,Discovery Early Career Researcher Award,2019,Active,370000,389428.0,The University of Melbourne,1402,Applied Economics,1402; 140206,Applied Economics; Experimental Economics,A/Prof Maria Recalde,0000-0001-7127-1607,0000-0001-7127-1607,889,https://openalex.org/A5002563598,openalex_counts_by_year
DE190100603,Discovery Early Career Researcher Award,2019,Active,411000,432845.0,The Australian National University,2103,Historical Studies,169903; 2103; 210302,Studies of Asian Society; Historical Studies; Asian History,Dr Shuge Wei,0000-0003-0122-8843,0000-0003-0122-8843,0,https://openalex.org/A5118727939,openalex_counts_by_year
DE190100609,Discovery Early Career Researcher Award,2019,Closed,368000,387529.0,The University of Sydney,0601,Biochemistry and Cell Biology,0601; 060110; 090302,Biochemistry and Cell Biology; Receptors and Membrane Biology; Biomechanical Engineering,Prof Lining (Arnold) Ju,0000-0002-7591-0864,0000-0002-7591-0864,1736,https://openalex.org/A5024030847,openalex_counts_by_year
DE190100614,Discovery Early Career Researcher Award,2019,Closed,408000,458188.0,Deakin University,0912,Materials Engineering,0912; 091207,Materials Engineering; Metals and Alloy Materials,A/Prof Thomas Dorin,0000-0002-1033-961X,0000-0002-1033-961X,2061,https://openalex.org/A5075915094,openalex_counts_by_year
DE190100615,Discovery Early Career Researcher Award,2019,Active,387863,408442.0,Flinders University,2005,Literary Studies,200212; 2005; 200502,Screen and Media Culture; Literary Studies; Australian Literature (Excl. Aboriginal and Torres Strait Islander Literature),A/Prof Tully Barnett,0000-0003-0269-5814,0000-0003-0269-5814,214,https://openalex.org/A5082936698,openalex_counts_by_year
DE190100624,Discovery Early Career Researcher Award,2019,Closed,422556,444957.0,The University of Sydney,0303,Macromolecular and Materials Chemistry,0303; 030302; 030406,Macromolecular and Materials Chemistry; Nanochemistry and Supramolecular Chemistry; Proteins and Peptides,A/Prof Yu Heng Lau,0000-0001-6560-8410,0000-0001-6560-8410,2066,https://openalex.org/A5091407117,openalex_counts_by_year
DE190100626,Discovery Early Career Researcher Award,2019,Closed,393000,413834.0,University of Technology Sydney,0801,Artificial Intelligence and Image Processing,0801; 080109; 170203,Artificial Intelligence and Image Processing; Pattern Recognition and Data Mining; Knowledge Representation and MacHine Learning,Prof Xiaojun Chang,,,,,
DE190100630,Discovery Early Career Researcher Award,2019,Closed,401000,422164.0,RMIT University,1203,Design Practice and Management,1203; 120302; 190504,Design Practice and Management; Design Innovation; Performance and Installation Art,Dr Jordan Lacey,0000-0001-7615-5349,0000-0001-7615-5349,147,https://openalex.org/A5044370037,openalex_counts_by_year
DE190100636,Discovery Early Career Researcher Award,2019,Active,401202,450202.0,La Trobe University,0502,Environmental Science and Management,0502; 050202; 060204; 060411,"Environmental Science and Management; Conservation and Biodiversity; Freshwater Ecology; Population, Ecological and Evolutionary Genetics",Dr Katherine Harrisson,0000-0002-8070-8070,0000-0002-8070-8070,1381,https://openalex.org/A5069689059,openalex_counts_by_year
DE190100640,Discovery Early Career Researcher Award,2019,Active,404000,425398.0,The Australian National University,1606,Political Science,1606; 160607; 180116,Political Science; International Relations; International Law (Excl. International Trade Law),Dr Cecilia Jacob,0000-0002-5775-0641,0000-0002-5775-0641,137,https://openalex.org/A5082437814,openalex_counts_by_year
DE190100641,Discovery Early Career Researcher Award,2019,Closed,422079,444455.0,The University of Queensland,0205,Optical Physics,0205; 020501; 029901,Optical Physics; Classical and Physical Optics; Biological Physics,Dr Michael Taylor,0000-0003-4393-7760,0000-0003-4393-7760,2552,https://openalex.org/A5049271769,openalex_counts_by_year
DE190100646,Discovery Early Career Researcher Award,2019,Closed,408000,367330.0,Swinburne University of Technology,0905,Civil Engineering,0905; 090502; 090503; 090506,Civil Engineering; Construction Engineering; Construction Materials; Structural Engineering,Dr Sayanthan Ramakrishnan,0000-0001-8055-8167,0000-0001-8055-8167,1593,https://openalex.org/A5000807654,openalex_counts_by_year
DE190100656,Discovery Early Career Researcher Award,2019,Closed,364259,383407.0,Monash University,0201,Astronomical and Space Sciences,0201; 020110; 170203,Astronomical and Space Sciences; Stellar Astronomy and Planetary Systems; Knowledge Representation and MacHine Learning,A/Prof Andrew Casey,0000-0003-0174-0564,0000-0003-0174-0564,20923,https://openalex.org/A5024917971,openalex_counts_by_year
DE190100657,Discovery Early Career Researcher Award,2019,Closed,330000,347494.0,Queensland University of Technology,0905,Civil Engineering,0905; 090502,Civil Engineering; Construction Engineering,Dr Carol Ka Hung Hon,0000-0003-3915-5416,0000-0003-3915-5416,1595,https://openalex.org/A5038499031,openalex_counts_by_year
DE190100660,Discovery Early Career Researcher Award,2019,Closed,409805,419762.0,Monash University,0602,Ecology,050101; 0602; 060203; 060202,Ecological Impacts of Climate Change; Ecology; Ecological Physiology; Community Ecology (Excl. Invasive Species Ecology),Dr Giulia Ghedini,0000-0002-5156-2009,0000-0002-5156-2009,687,https://openalex.org/A5034201421,openalex_counts_by_year
DE190100663,Discovery Early Career Researcher Award,2019,Closed,402000,423311.0,The University of New South Wales,0806,Information Systems,080109; 0806; 080604,Pattern Recognition and Data Mining; Information Systems; Database Management,Dr Xin Cao,,,,,
DE190100666,Discovery Early Career Researcher Award,2019,Closed,381000,91346.0,The University of Western Australia,0101,Pure Mathematics,0101; 010104,Pure Mathematics; Combinatorics and Discrete Mathematics (Excl. Physical Combinatorics),Dr Anurag Bishnoi,0000-0003-0232-428X,0000-0003-0232-428X,40,https://openalex.org/A5075896470,openalex_counts_by_year
DE190100668,Discovery Early Career Researcher Award,2019,Closed,422574,438787.0,The University of Sydney,0304,Medicinal and Biomolecular Chemistry,0304; 030403; 060107; 111207,Medicinal and Biomolecular Chemistry; Characterisation of Biological MacRomolecules; Enzymes; Molecular Targets,Dr Mark White,,,,,
DE190100677,Discovery Early Career Researcher Award,2019,Active,343000,360958.0,Deakin University,2103,Historical Studies,2103; 210303,Historical Studies; Australian History (Excl. Aboriginal and Torres Strait Islander History),A/Prof Carolyn Holbrook,0000-0002-3327-998X,0000-0002-3327-998X,235,https://openalex.org/A5009050108,openalex_counts_by_year
DE190100692,Discovery Early Career Researcher Award,2019,Closed,414814,411611.0,The University of Western Australia,0602,Ecology,050101; 0602; 060205; 060202,Ecological Impacts of Climate Change; Ecology; Marine and Estuarine Ecology (Incl. Marine Ichthyology); Community Ecology (Excl. Invasive Species Ecology),Dr Karen Filbee-Dexter,0000-0001-8413-6797,0000-0001-8413-6797,2840,https://openalex.org/A5008910790,openalex_counts_by_year
DE190100694,Discovery Early Career Researcher Award,2019,Active,372014,391799.0,Murdoch University,1701,Psychology,1701; 170101,"Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",A/Prof Ann-Maree Vallence,0000-0001-9190-6366,0000-0001-9190-6366,802,https://openalex.org/A5077749909,openalex_counts_by_year
DE190100710,Discovery Early Career Researcher Award,2019,Active,422492,444889.0,Griffith University,0602,Ecology,050104; 0602; 070704; 060202,Landscape Ecology; Ecology; Veterinary Epidemiology; Community Ecology (Excl. Invasive Species Ecology),Dr Alison Peel,0000-0003-3538-3550,0000-0003-3538-3550,3515,https://openalex.org/A5062165086,openalex_counts_by_year
DE190100719,Discovery Early Career Researcher Award,2019,Active,390478,411056.0,University of Tasmania,2203,Philosophy,2203; 220306,Philosophy; Feminist Theory,Dr Louise Richardson-Self,0000-0002-0010-8615,0000-0002-0010-8615,0,https://openalex.org/A5015730740,openalex_counts_by_year
DE190100730,Discovery Early Career Researcher Award,2019,Closed,414216,436159.0,The University of Sydney,1201,Architecture,1201; 120101,Architecture; Architectural Design,Dr Rebecca McLaughlan,0000-0001-6909-009X,0000-0001-6909-009X,145,https://openalex.org/A5068605176,openalex_counts_by_year
DE190100741,Discovery Early Career Researcher Award,2019,Closed,372386,0.0,Monash University,1608,Sociology,160104; 1608; 160808,Social and Cultural Anthropology; Sociology; Sociology and Social Studies of Science and Technology,Dr Samuel Taylor-Alexander,0000-0002-0083-2355,0000-0002-0083-2355,123,https://openalex.org/A5063663326,openalex_counts_by_year
DE190100779,Discovery Early Career Researcher Award,2019,Closed,396935,418208.0,The University of New South Wales,1203,Design Practice and Management,1203; 120302; 120304,Design Practice and Management; Design Innovation; Digital and Interaction Design,A/Prof Ian McArthur,0000-0001-6119-2884,0000-0001-6119-2884,241,https://openalex.org/A5011671653,openalex_counts_by_year
DE190100789,Discovery Early Career Researcher Award,2019,Active,401808,452361.0,Curtin University,2001,Communication and Media Studies,2001; 200101; 200102,Communication and Media Studies; Communication Studies; Communication Technology and Digital Media Studies,Prof Crystal Abidin,0000-0002-5346-6977,0000-0002-5346-6977,3634,https://openalex.org/A5049091358,openalex_counts_by_year
DE190100792,Discovery Early Career Researcher Award,2019,Closed,401980,423105.0,The University of Melbourne,1801,Law,1801; 180105; 180109; 180112,Law; Commercial and Contract Law; Corporations and Associations Law; Equity and Trusts Law,Prof Rosemary Langford,0000-0001-5304-3416,0000-0001-5304-3416,79,https://openalex.org/A5069659528,openalex_counts_by_year
DE190100797,Discovery Early Career Researcher Award,2019,Closed,411000,305652.0,The University of Sydney,0303,Macromolecular and Materials Chemistry,0303; 030302; 030306; 100712,Macromolecular and Materials Chemistry; Nanochemistry and Supramolecular Chemistry; Synthesis of Materials; Nanoscale Characterisation,Dr Derrick Roberts,0000-0002-4663-7475,0000-0002-4663-7475,1673,https://openalex.org/A5045286460,openalex_counts_by_year
DE190100800,Discovery Early Career Researcher Award,2019,Closed,371000,390743.0,The University of New South Wales,1401,Economic Theory,1401; 140102; 140211; 140212,Economic Theory; Macroeconomic Theory; Labour Economics; Macroeconomics (Incl. Monetary and Fiscal Theory),A/Prof Evgenia Dechter,0000-0003-3155-3591,0000-0003-3155-3591,178,https://openalex.org/A5086296952,openalex_counts_by_year
DE190100803,Discovery Early Career Researcher Award,2019,Closed,418956,402883.0,The University of Queensland,0904,Chemical Engineering,0904; 090401; 090404; 090409,Chemical Engineering; Carbon Capture Engineering (Excl. Sequestration); Membrane and Separation Technologies; Wastewater Treatment Processes,A/Prof Jingwei Hou,0000-0001-9139-9835,0000-0001-9139-9835,10698,https://openalex.org/A5071567083,openalex_counts_by_year
DE190100805,Discovery Early Career Researcher Award,2019,Closed,382656,402942.0,The University of Melbourne,0603,Evolutionary Biology,060102; 0603; 060309; 111706,Bioinformatics; Evolutionary Biology; Phylogeny and Comparative Analysis; Epidemiology,Dr Sebastian Duchene,0000-0002-2863-0907,0000-0002-2863-0907,11482,https://openalex.org/A5051736895,openalex_counts_by_year
DE190100806,Discovery Early Career Researcher Award,2019,Closed,419854,442075.0,The University of Adelaide,0607,Plant Biology,060107; 0607; 060702,Enzymes; Plant Biology; Plant Cell and Molecular Biology,Dr Tatiana Soares da Costa,0000-0002-6275-7485,0000-0002-6275-7485,1065,https://openalex.org/A5052660856,openalex_counts_by_year
DE190100813,Discovery Early Career Researcher Award,2019,Active,366425,385574.0,Macquarie University,0201,Astronomical and Space Sciences,0201; 020104; 020110,Astronomical and Space Sciences; Galactic Astronomy; Stellar Astronomy and Planetary Systems,Dr Devika Kamath,0000-0001-8299-3402,0000-0001-8299-3402,1406,https://openalex.org/A5000235602,openalex_counts_by_year
DE190100831,Discovery Early Career Researcher Award,2019,Closed,416670,417222.0,Monash University,0603,Evolutionary Biology,060201; 0603; 060303,Behavioural Ecology; Evolutionary Biology; Biological Adaptation,Dr Rebecca Adrian,0000-0002-9068-6231,0000-0002-9068-6231,2872,https://openalex.org/A5033278119,openalex_counts_by_year
DE190100840,Discovery Early Career Researcher Award,2019,Closed,375000,390047.0,Macquarie University,1403,Econometrics,1403; 140305,Econometrics; Time-Series Analysis,Prof Shuping Shi,0000-0001-8571-3066,0000-0001-8571-3066,4105,https://openalex.org/A5103050273,openalex_counts_by_year
DE190100849,Discovery Early Career Researcher Award,2019,Declined,364000,,,0901,Aerospace Engineering,0901; 090107; 090108,"Aerospace Engineering; Hypersonic Propulsion and Hypersonic Aerodynamics; Satellite, Space Vehicle and Missile Design and Testing",Dr Steven Lewis,0000-0001-5596-4665,0000-0001-5596-4665,392,https://openalex.org/A5046948997,openalex_counts_by_year
DE190100850,Discovery Early Career Researcher Award,2019,Active,402252,423665.0,Macquarie University,1799,Other Psychology and Cognitive Sciences,1799; 179999,Other Psychology and Cognitive Sciences; Psychology and Cognitive Sciences Not Elsewhere Classified,A/Prof Elisabeth Beyersmann,0000-0001-9653-6106,0000-0001-9653-6106,1174,https://openalex.org/A5006103708,openalex_counts_by_year
DE190100858,Discovery Early Career Researcher Award,2019,Active,399000,420152.0,Monash University,1608,Sociology,1608; 160808; 200102,Sociology; Sociology and Social Studies of Science and Technology; Communication Technology and Digital Media Studies,A/Prof Brady Robards,0000-0001-5031-1235,0000-0001-5031-1235,1706,https://openalex.org/A5003315058,openalex_counts_by_year
DE190100859,Discovery Early Career Researcher Award,2019,Closed,359000,363336.0,The Australian National University,1608,Sociology,1608; 160801; 160808,"Sociology; Applied Sociology, Program Evaluation and Social Impact Assessment; Sociology and Social Studies of Science and Technology",Prof Jenny Davis,0000-0003-0952-5842,0000-0003-0952-5842,1398,https://openalex.org/A5101606112,openalex_counts_by_year
DE190100866,Discovery Early Career Researcher Award,2019,Closed,325000,342323.0,Monash University,0401,Atmospheric Sciences,0401; 040102; 040104; 040108,Atmospheric Sciences; Atmospheric Dynamics; Climate Change Processes; Tropospheric and Stratospheric Physics,Dr Martin Singh,,,,,
DE190100870,Discovery Early Career Researcher Award,2019,Closed,314574,322463.0,The University of Western Australia,0915,Interdisciplinary Engineering,0915; 091504,Interdisciplinary Engineering; Fluidisation and Fluid Mechanics,Dr Hongyi Jiang,0000-0002-0137-6355,0000-0002-0137-6355,930,https://openalex.org/A5027295404,openalex_counts_by_year
DE190100876,Discovery Early Career Researcher Award,2019,Closed,390000,0.0,The Australian National University,0307,Theoretical and Computational Chemistry,030307; 030505; 0307; 030701,Theory and Design of Materials; Physical Organic Chemistry; Theoretical and Computational Chemistry; Quantum Chemistry,Prof Ganna Gryn'ova,0000-0003-4229-939X,0000-0003-4229-939X,1723,https://openalex.org/A5006121678,openalex_counts_by_year
DE190100887,Discovery Early Career Researcher Award,2019,Active,375000,394785.0,Macquarie University,1402,Applied Economics,1402; 140206,Applied Economics; Experimental Economics,Dr Le Zhang,0000-0001-8719-3850,0000-0001-8719-3850,192,https://openalex.org/A5100633961,openalex_counts_by_year
DE190100888,Discovery Early Career Researcher Award,2019,Closed,333924,141959.0,The University of New South Wales,0101,Pure Mathematics,0101; 010101; 080201; 080202,Pure Mathematics; Algebra and Number Theory; Analysis of Algorithms and Complexity; Applied Discrete Mathematics,Dr Min Sha,,,,,
DE190100922,Discovery Early Career Researcher Award,2019,Active,360000,378804.0,Flinders University,2103,Historical Studies,2103; 210399,Historical Studies; Historical Studies Not Elsewhere Classified,A/Prof Alessandro Antonello,0000-0002-7549-1436,0000-0002-7549-1436,1203,https://openalex.org/A5083376791,openalex_counts_by_year
DE190100931,Discovery Early Career Researcher Award,2019,Closed,325000,202984.0,University of Wollongong,0913,Mechanical Engineering,091008; 0913; 091307,Manufacturing Safety and Quality; Mechanical Engineering; Numerical Modelling and Mechanical Characterisation,Dr Zhixiong Li,0000-0002-7265-0008,0000-0002-7265-0008,7905,https://openalex.org/A5100640958,openalex_counts_by_year
DE190100940,Discovery Early Career Researcher Award,2019,Closed,352000,370566.0,Griffith University,1604,Human Geography,050205; 1604; 160499,Environmental Management; Human Geography; Human Geography Not Elsewhere Classified,A/Prof Johanna Nalau,0000-0001-6581-3967,0000-0001-6581-3967,1794,https://openalex.org/A5068739999,openalex_counts_by_year
DE190100965,Discovery Early Career Researcher Award,2019,Closed,408000,429629.0,The University of New South Wales,0912,Materials Engineering,030304; 090401; 0912; 091205,Physical Chemistry of Materials; Carbon Capture Engineering (Excl. Sequestration); Materials Engineering; Functional Materials,Dr Siddulu Naidu Talapaneni,,,,,
DE190100985,Discovery Early Career Researcher Award,2019,Closed,409574,371070.0,The University of New South Wales,1004,Medical Biotechnology,1004; 100403,Medical Biotechnology; Medical Molecular Engineering of Nucleic Acids and Proteins,Dr Romain Rouet,0000-0003-4210-9613,0000-0003-4210-9613,2491,https://openalex.org/A5014951960,openalex_counts_by_year
DE190100986,Discovery Early Career Researcher Award,2019,Closed,401000,422221.0,The University of New South Wales,0301,Analytical Chemistry,0301; 030101; 030107; 099902,Analytical Chemistry; Analytical Spectrometry; Sensor Technology (Chemical Aspects); Engineering Instrumentation,Dr K M Mohibul Kabir,0000-0003-3742-5742,0000-0003-3742-5742,589,https://openalex.org/A5078266966,openalex_counts_by_year
DE190100988,Discovery Early Career Researcher Award,2019,Closed,360000,408190.0,The University of Melbourne,0403,Geology,040203; 0403; 040310; 040311,Isotope Geochemistry; Geology; Sedimentology; Stratigraphy (Incl. Biostratigraphy and Sequence Stratigraphy),Dr Ashleigh Hood,0000-0002-1430-2371,0000-0002-1430-2371,1551,https://openalex.org/A5065040092,openalex_counts_by_year
DE190100994,Discovery Early Career Researcher Award,2019,Closed,408000,429629.0,University of Technology Sydney,0807,Library and Information Studies,080605; 0807; 080705; 150307,Decision Support and Group Support Systems; Library and Information Studies; Informetrics; Innovation and Technology Management,A/Prof Yi Zhang,0000-0002-7731-0301,0000-0002-7731-0301,5231,https://openalex.org/A5100388218,openalex_counts_by_year
DE190101011,Discovery Early Career Researcher Award,2019,Closed,380000,0.0,University of Tasmania,0403,Geology,0403; 040305; 040314; 040406,Geology; Marine Geoscience; Volcanology; Magnetism and Palaeomagnetism,Dr Florent Szitkar,,,,,
DE190101020,Discovery Early Career Researcher Award,2019,Closed,357000,433116.0,The University of Queensland,1507,Transportation and Freight Services,090507; 091599; 1507; 150703,Transport Engineering; Interdisciplinary Engineering Not Elsewhere Classified; Transportation and Freight Services; Road Transportation and Freight Services,A/Prof Jiwon Kim,0000-0001-6380-3001,0000-0001-6380-3001,253,https://openalex.org/A5047305393,openalex_counts_by_year
DE190101043,Discovery Early Career Researcher Award,2019,Closed,404956,100561.0,The University of Western Australia,1701,Psychology,1701; 170109; 170112,"Psychology; Personality, Abilities and Assessment; Sensory Processes, Perception and Performance",Dr Clare Sutherland,0000-0003-0443-3412,0000-0003-0443-3412,1969,https://openalex.org/A5070487265,openalex_counts_by_year
DE190101052,Discovery Early Career Researcher Award,2019,Closed,372959,65728.0,Monash University,0403,Geology,0403; 040308; 060309; 060807,Geology; Palaeontology (Incl. Palynology); Phylogeny and Comparative Analysis; Animal Structure and Function,Dr Felix Marx,0000-0002-1029-4001,0000-0002-1029-4001,2065,https://openalex.org/A5077741324,openalex_counts_by_year
DE190101053,Discovery Early Career Researcher Award,2019,Closed,421656,0.0,University of Technology Sydney,0605,Microbiology,0605; 060503; 060506; 060599,Microbiology; Microbial Genetics; Virology; Microbiology Not Elsewhere Classified,Dr Susanne Erdmann,0000-0003-3190-4451,0000-0003-3190-4451,1758,https://openalex.org/A5075634919,openalex_counts_by_year
DE190101063,Discovery Early Career Researcher Award,2019,Closed,319474,336456.0,The University of Queensland,0101,Pure Mathematics,0101; 010102; 010106; 010110,"Pure Mathematics; Algebraic and Differential Geometry; Lie Groups, Harmonic and Fourier Analysis; Partial Differential Equations",Dr Ramiro Lafuente,,,,,
DE190101069,Discovery Early Career Researcher Award,2019,Closed,390000,408640.0,The Australian National University,0604,Genetics,060303; 0604; 060411; 210301,"Biological Adaptation; Genetics; Population, Ecological and Evolutionary Genetics; Aboriginal and Torres Strait Islander History",A/Prof Raymond Tobler,0000-0002-4603-1473,0000-0002-4603-1473,3116,https://openalex.org/A5048618496,openalex_counts_by_year
DE190101074,Discovery Early Career Researcher Award,2019,Closed,367275,386480.0,La Trobe University,1608,Sociology,1608; 160805; 200203,Sociology; Social Change; Consumption and Everyday Life,Dr Amy Pennay,0000-0002-6271-8996,0000-0002-6271-8996,2655,https://openalex.org/A5068440678,openalex_counts_by_year
DE190101078,Discovery Early Career Researcher Award,2019,Closed,374433,216020.0,The University of Queensland,1109,Neurosciences,060102; 060404; 1109; 110903,Bioinformatics; Epigenetics (Incl. Genome Methylation and Epigenomics); Neurosciences; Central Nervous System,Dr Xiang Li,0000-0001-9646-670X,0000-0001-9646-670X,0,https://openalex.org/A5011558992,openalex_counts_by_year
DE190101081,Discovery Early Career Researcher Award,2019,Active,364990,409209.0,University of Wollongong,1801,Law,050205; 1801; 180111; 180116,Environmental Management; Law; Environmental and Natural Resources Law; International Law (Excl. International Trade Law),A/Prof Aline Jaeckel,0000-0003-4017-2336,0000-0003-4017-2336,1200,https://openalex.org/A5003713421,openalex_counts_by_year
DE190101096,Discovery Early Career Researcher Award,2019,Closed,410500,432215.0,Queensland University of Technology,1301,Education Systems,1301; 130102; 130309,Education Systems; Early Childhood Education (Excl. Maori); Learning Sciences,Prof Kate Williams,0000-0001-8983-5503,0000-0001-8983-5503,3687,https://openalex.org/A5086090546,openalex_counts_by_year
DE190101099,Discovery Early Career Researcher Award,2019,Closed,420256,34772.0,The University of Sydney,0101,Pure Mathematics,0101; 010101; 010103; 010105,"Pure Mathematics; Algebra and Number Theory; Category Theory, K Theory, Homological Algebra; Group Theory and Generalisations",Prof Dr Ulrich Thiel,,,,,
DE190101104,Discovery Early Career Researcher Award,2019,Closed,335700,353669.0,Monash University,1607,Social Work,1607; 160701; 160702,"Social Work; Clinical Social Work Practice; Counselling, Welfare and Community Services",A/Prof Susan Baidawi,0000-0003-4394-1313,0000-0003-4394-1313,697,https://openalex.org/A5033898720,openalex_counts_by_year
DE190101106,Discovery Early Career Researcher Award,2019,Active,362116,381403.0,The University of Queensland,2103,Historical Studies,2103; 210306,Historical Studies; Classical Greek and Roman History,Dr Kit Morrell,,,,,
DE190101118,Discovery Early Career Researcher Award,2019,Closed,339000,356971.0,The University of Melbourne,0806,Information Systems,0806; 080604,Information Systems; Database Management,Dr Junhao Gan,0000-0001-9101-1503,0000-0001-9101-1503,575,https://openalex.org/A5068471095,openalex_counts_by_year
DE190101126,Discovery Early Career Researcher Award,2019,Closed,387574,408026.0,The University of Queensland,1608,Sociology,1608; 160802; 160805,Sociology; Environmental Sociology; Social Change,Dr Kiah Smith,0000-0001-8707-0893,0000-0001-8707-0893,435,https://openalex.org/A5069918136,openalex_counts_by_year
DE190101127,Discovery Early Career Researcher Award,2019,Active,379000,407130.0,Monash University,1606,Political Science,1606; 160601; 160603; 160609,Political Science; Australian Government and Politics; Comparative Government and Politics; Political Theory and Political Philosophy,Dr Benjamin Moffitt,0000-0003-1843-6032,0000-0003-1843-6032,2711,https://openalex.org/A5034454409,openalex_counts_by_year
DE190101134,Discovery Early Career Researcher Award,2019,Active,342338,360488.0,The University of Newcastle,1117,Public Health and Health Services,1117; 111706; 111716; 111799,Public Health and Health Services; Epidemiology; Preventive Medicine; Public Health and Health Services Not Elsewhere Classified,Dr Melissa Harris,0000-0002-5733-9684,0000-0002-5733-9684,1011,https://openalex.org/A5101691557,openalex_counts_by_year
